"Transaction %1 has been approved. Amount %2. Transaction status is ""%3""","La transacción %1 ha sido aprobada. Cantidad %2. El estado de la transacción es ""%3""","module","Magento_Authorizenet"
"Transaction %1 has been voided/declined. Transaction status is ""%2"". Amount %3.","La transacción %1 ha sido invalidada/declinada. El estado de la transacción es ""%2"". Cantidad %3.","module","Magento_Authorizenet"
"Authorize Only","Sólo autorizar","module","Magento_Authorizenet"
"Authorize and Capture","Autorizar y capturar","module","Magento_Authorizenet"
"Unable to get transaction details. Try again later.","No ha sido posible obtener los detalles de la transacción. Intente de nuevo más tarde.","module","Magento_Authorizenet"
"Credit Card Type","Tipo de tarjeta de crédito","module","Magento_Authorizenet"
"Credit Card Number","Número de tarjeta de crédito","module","Magento_Authorizenet"
"Expiration Date","Fecha de expiración","module","Magento_Authorizenet"
"Card Verification Number","Número de verificación de la tarjeta","module","Magento_Authorizenet"
"Fraud Detection ","Detección de fraude ","module","Magento_Authorizenet"
"FDS Filter Action","Acción de filtro de sistema de detección de fraude","module","Magento_Authorizenet"
"AVS Response","Respuesta de sistema de verificación de dirección","module","Magento_Authorizenet"
"Card Code Response","Respuesta de código de tarjeta","module","Magento_Authorizenet"
"CAVV Response","Respuesta de valor de autenticación de titular de la tarjeta","module","Magento_Authorizenet"
"Fraud Filters","Filtros de fraude","module","Magento_Authorizenet"
"Invalid Form Key. Please refresh the page.","Llave de formato no válida. Por favor vuelva a cargar la página.","module","Magento_Backend"
"You entered an invalid Secret Key. Please refresh the page.","Ha ingresado una llave secreta no válida. Por favor vuelva a cargar la página.","module","Magento_Backend"
"Cache Storage Management","Administración de almacenamiento de la caché","module","Magento_Backend"
"Flush Magento Cache","Limpiar la caché de magento","module","Magento_Backend"
"The cache storage may contain additional data. Are you sure that you want to flush it?","El almacenamiento de la caché puede contener datos adicionales. ¿está seguro(a) de limpiarlo?","module","Magento_Backend"
"Flush Cache Storage","Limpiar el almacenamiento de la caché","module","Magento_Backend"
"Invalidated","Invalidado","module","Magento_Backend"
"Orders","Órdenes","module","Magento_Backend"
"Amounts","Cantidades","module","Magento_Backend"
"Bestsellers","Más vendidos","module","Magento_Backend"
"Most Viewed Products","Productos más visitados","module","Magento_Backend"
"New Customers","Nuevos clientes","module","Magento_Backend"
"Customers","Clientes","module","Magento_Backend"
"Customer","Cliente","module","Magento_Backend"
"Guest","Invitado","module","Magento_Backend"
"Items","Elementos","module","Magento_Backend"
"Total","Total","module","Magento_Backend"
"Lifetime Sales","Ventas totales","module","Magento_Backend"
"Average Order","Orden promedio","module","Magento_Backend"
"Average","Promedio","module","Magento_Backend"
"Product","Producto","module","Magento_Backend"
"Price","Precio","module","Magento_Backend"
"Quantity","Cantidad","module","Magento_Backend"
"Views","Vistas","module","Magento_Backend"
"Revenue","Ingreso","module","Magento_Backend"
"Tax","Impuesto","module","Magento_Backend"
"Shipping","Envío","module","Magento_Backend"
"Images (.gif, .jpg, .png)","Imágenes (.gif, .jpg, .png)","module","Magento_Backend"
"Media (.avi, .flv, .swf)","Medios (.avi, .flv, .swf)","module","Magento_Backend"
"All Files","Todos los archivos","module","Magento_Backend"
"Reset to Default","Reiniciar al valor por defecto","module","Magento_Backend"
"All Store Views","Todas las vistas de las tiendas","module","Magento_Backend"
"What is this?","¿qué es esto?","module","Magento_Backend"
"Save Account","Guardar cuenta","module","Magento_Backend"
"My Account","Mi cuenta","module","Magento_Backend"
"Account Information","Información de la cuenta","module","Magento_Backend"
"User Name","Nombre de usuario","module","Magento_Backend"
"First Name","Nombre","module","Magento_Backend"
"Last Name","Apellidos","module","Magento_Backend"
"Email","Email","module","Magento_Backend"
"User Email","Email del usuario","module","Magento_Backend"
"New Password","Nueva contraseña","module","Magento_Backend"
"Password Confirmation","Confirmación de contraseña","module","Magento_Backend"
"Interface Locale","Configuración regional de interfaz","module","Magento_Backend"
"Current User Identity Verification","Verificación de identidad del usuario actual","module","Magento_Backend"
"Your Password","Su contraseña","module","Magento_Backend"
"Save Cache Settings","Guardar configuraciones de caché","module","Magento_Backend"
"Catalog Rewrites","Reescrituras de catálogo","module","Magento_Backend"
"Refresh","Refrescar","module","Magento_Backend"
"Images Cache","Caché de imágenes","module","Magento_Backend"
"Clear","Limpiar","module","Magento_Backend"
"Search Index","Índice de búsqueda","module","Magento_Backend"
"Rebuild","Reconstruir","module","Magento_Backend"
"Inventory Stock Status","Estado de existencias en inventario","module","Magento_Backend"
"Rebuild Catalog Index","Reconstruir índice de catálogo","module","Magento_Backend"
"Rebuild Flat Catalog Category","Reconstruir categoría de catálogo plano","module","Magento_Backend"
"Rebuild Flat Catalog Product","Reconstruir producto de catálogo plano","module","Magento_Backend"
"Cache Control","Control de la caché","module","Magento_Backend"
"All Cache","Toda la caché","module","Magento_Backend"
"No change","Sin cambio","module","Magento_Backend"
"Disable","Desactivar","module","Magento_Backend"
"Enable","Activar","module","Magento_Backend"
"Add Design Change","Añadir cambio de diseño","module","Magento_Backend"
"Back","Atrás","module","Magento_Backend"
"Delete","Borrar","module","Magento_Backend"
"Are you sure?","¿está seguro(a)?","module","Magento_Backend"
"Save","Guardar","module","Magento_Backend"
"Edit Design Change","Editar cambio de diseño","module","Magento_Backend"
"New Store Design Change","Nuevo cambio de diseño de tienda","module","Magento_Backend"
"General Settings","Configuraciones general","module","Magento_Backend"
"Store","Tienda","module","Magento_Backend"
"-- Please Select --","-- por favor seleccione --","module","Magento_Backend"
"Custom Design","Diseño personalizado","module","Magento_Backend"
"Date From","Desde fecha","module","Magento_Backend"
"Date To","Hasta fecha","module","Magento_Backend"
"Design Change","Cambio de diseño","module","Magento_Backend"
"General","General","module","Magento_Backend"
"Cancel","Cancelar","module","Magento_Backend"
"Delete %1 '%2'","Borrar %1 '%2'","module","Magento_Backend"
"Delete %1","Borrar %1","module","Magento_Backend"
"Block Information","Información de bloque","module","Magento_Backend"
"Backup Options","Opciones de respaldo","module","Magento_Backend"
"Create DB Backup","Crear respaldo de base de datos","module","Magento_Backend"
"Yes","Sí","module","Magento_Backend"
"No","No","module","Magento_Backend"
"Delete Store","Borrar tienda","module","Magento_Backend"
"Delete Web Site","Borrar sitio web","module","Magento_Backend"
"Save Web Site","Guardar sitio web","module","Magento_Backend"
"Save Store","Guardar tienda","module","Magento_Backend"
"Save Store View","Guardar vista de tienda","module","Magento_Backend"
"Delete Store View","Borrar vista de tienda","module","Magento_Backend"
"Edit Web Site","Editar sitio web","module","Magento_Backend"
"New Web Site","Nuevo sitio web","module","Magento_Backend"
"Edit Store","Editar tienda","module","Magento_Backend"
"New Store","Nueva tienda","module","Magento_Backend"
"Edit Store View","Editar vista de tienda","module","Magento_Backend"
"New Store View","Nueva vista de tienda","module","Magento_Backend"
"Store Information","Información de tienda","module","Magento_Backend"
"Web Site","Sitio web","module","Magento_Backend"
"Name","Nombre","module","Magento_Backend"
"Root Category","Categoría raíz","module","Magento_Backend"
"Default Store View","Vista de tienda por defecto","module","Magento_Backend"
"Store View Information","Información de vista de tienda","module","Magento_Backend"
"Code","Código","module","Magento_Backend"
"Status","Estado","module","Magento_Backend"
"Disabled","Desactivado","module","Magento_Backend"
"Enabled","Activado","module","Magento_Backend"
"Sort Order","Procesar orden","module","Magento_Backend"
"Web Site Information","Información de sitio web","module","Magento_Backend"
"Default Store","Tienda por defecto","module","Magento_Backend"
"Set as Default","Marcar por defecto","module","Magento_Backend"
"Stores","Tiendas","module","Magento_Backend"
"Create Website","Crear sitio web","module","Magento_Backend"
"Create Store","Crear tienda","module","Magento_Backend"
"Create Store View","Crear vista de tienda","module","Magento_Backend"
"Home","Inicio","module","Magento_Backend"
"Reset","Reiniciar","module","Magento_Backend"
"Are you sure you want to do this?","¿está seguro(a) de hacer esto?","module","Magento_Backend"
"Add New Image","Añadir nueva imagen","module","Magento_Backend"
"Export block for grid %1 is not defined","No está definida la exportación del bloque para la cuadrícula %1","module","Magento_Backend"
"Reset Filter","Reiniciar filtro","module","Magento_Backend"
"Search","Búsqueda","module","Magento_Backend"
"Any","Cualquiera","module","Magento_Backend"
"All Countries","Todos los países","module","Magento_Backend"
"From","Desde","module","Magento_Backend"
"To","Hasta","module","Magento_Backend"
"Date selector","Seleccionador de fecha","module","Magento_Backend"
"[ deleted ]","[ borrado ]","module","Magento_Backend"
"Select All","Selecionar todo","module","Magento_Backend"
" [deleted]"," [borrado]","module","Magento_Backend"
"We couldn't find any records.","No pudimos encontrar ningún registro.","module","Magento_Backend"
"Add New","Añadir nuevo","module","Magento_Backend"
"Invalid export type supplied for grid export block","Se ha suministrado un tipo no válido para la exportación del bloque en cuadrícula","module","Magento_Backend"
"Export","Exportar","module","Magento_Backend"
"Please correct the column format and try again.","Por favor corrija el formato de columna e intente de nuevo.","module","Magento_Backend"
"Please select items.","Por favor seleccione elementos.","module","Magento_Backend"
"Submit","Enviar","module","Magento_Backend"
"Unknown block type","Tipo de bloque desconocido","module","Magento_Backend"
"Please correct the tab configuration and try again. Tab Id should be not empty","Por favor corrija la configuración de la pestaña e intente de nuevo. El identificador de la pestaña no puede estar vacío","module","Magento_Backend"
"Please correct the tab configuration and try again.","Por favor corrija la confuguración de la pestaña e intente de nuevo.","module","Magento_Backend"
"You have logged out.","Ha salido del sistema.","module","Magento_Backend"
"Specified cache type(s) don't exist: %1","La especificación de tipo(s) la(s) caché(s) no existe: %1","module","Magento_Backend"
"The image cache was cleaned.","Se ha limpiado la caché de imágenes.","module","Magento_Backend"
"An error occurred while clearing the image cache.","Ha ocurrido un error al limpiar la caché de imágenes.","module","Magento_Backend"
"The JavaScript/CSS cache has been cleaned.","La caché de javascript/css se ha limpiado.","module","Magento_Backend"
"An error occurred while clearing the JavaScript/CSS cache.","Ha ocurrido un error limpiando la caché de javascript/css.","module","Magento_Backend"
"The static files cache has been cleaned.","La caché de archivos estáticos se ha limpiado.","module","Magento_Backend"
"You flushed the cache storage.","Ha vaciado el almacenamiendo de la caché.","module","Magento_Backend"
"The Magento cache storage has been flushed.","El almacenamiento de la caché de magento se ha vaciado.","module","Magento_Backend"
"Cache Management","Administración de la caché","module","Magento_Backend"
"%1 cache type(s) disabled.","%1 tipo(s) de la caché desabilitados.","module","Magento_Backend"
"An error occurred while disabling cache.","Ha ocurrido un error al desactivar la caché.","module","Magento_Backend"
"%1 cache type(s) enabled.","%1 tipo(s) de la caché activado(s).","module","Magento_Backend"
"An error occurred while enabling cache.","Ocurrió un error al activar la caché.","module","Magento_Backend"
"%1 cache type(s) refreshed.","%1 tipo(s) de la caché refrescados.","module","Magento_Backend"
"An error occurred while refreshing cache.","Ocurrió un error al refrescar la caché.","module","Magento_Backend"
"Dashboard","Tablero","module","Magento_Backend"
"We updated lifetime statistic.","Actualizamos las estadísticas totales.","module","Magento_Backend"
"We can't refresh lifetime statistics.","No podemos refrescar las estadísticas totales.","module","Magento_Backend"
"invalid request","Solicitud no válida","module","Magento_Backend"
"see error log for details","Vea la botácora de errores para ver los detalles","module","Magento_Backend"
"Service unavailable: %1","Servicio no disponible: %1","module","Magento_Backend"
"Error","Error","module","Magento_Backend"
"Access Denied.","Acceso denegado.","module","Magento_Backend"
"You need more permissions to do this.","Necesita más permisos para hacer esto.","module","Magento_Backend"
"No search modules were registered","No se registraron módulos de búsqueda","module","Magento_Backend"
"Please make sure that all global admin search modules are installed and activated.","Por favor asegúrese de que todos los módulos globales administrativos están instalados y activados.","module","Magento_Backend"
"You saved the account.","Ha guardado la cuenta.","module","Magento_Backend"
"An error occurred while saving account.","Ocurrió un error al guardar la cuenta.","module","Magento_Backend"
"You deleted the design change.","Borró el cambio de diseño.","module","Magento_Backend"
"You can't delete the design change.","No puede borrar el cambio de diseño.","module","Magento_Backend"
"Store Design","Diseño de tienda","module","Magento_Backend"
"Edit Store Design Change","Editar el cambio de diseño de tienda","module","Magento_Backend"
"You saved the design change.","Ha guardado el cambio de diseño.","module","Magento_Backend"
"System","Sistema","module","Magento_Backend"
"Manage Stores","Administrar tiendas","module","Magento_Backend"
"The database was backed up.","Se ha respaldado la base de datos.","module","Magento_Backend"
"We can't create a backup right now. Please try again later.","No podemos crear un respaldo en este momento. Por favor intente más tarde.","module","Magento_Backend"
"Deleting a %1 will not delete the information associated with the %1 (e.g. categories, products, etc.), but the %1 will not be able to be restored. It is suggested that you create a database backup before deleting the %1.","Borrar un %1 no borrará la información asociada con el %1 (por ejemplo categorías, productos, etc.), pero el %1 no se podrá restaurar. Se sugiere que primero haga un respaldo de la base de datos antes de borrar el %1.","module","Magento_Backend"
"Something went wrong. Please try again.","Algo no funcionó. Por favor intente de nuevo.","module","Magento_Backend"
"This store cannot be deleted.","No se puede borrar esta tienda.","module","Magento_Backend"
"You deleted the store.","Ha borrado la tienda.","module","Magento_Backend"
"Unable to delete the store. Please try again later.","No se ha podido borrar la tienda. Por favor intente de nuevo más tarde.","module","Magento_Backend"
"This store view cannot be deleted.","Esta vista de tienda no puede borrarse.","module","Magento_Backend"
"Store View","Vista de tienda","module","Magento_Backend"
"You deleted the store view.","Ha borrado la vista de tienda.","module","Magento_Backend"
"Unable to delete the store view. Please try again later.","No se ha podido borrar la vista de tienda. Por favor intente más tarde.","module","Magento_Backend"
"This website cannot be deleted.","No se puede borrar este sitio web.","module","Magento_Backend"
"You deleted the website.","Ha borrado el sitio web.","module","Magento_Backend"
"Unable to delete the website. Please try again later.","No se ha podido borrar el sitio web. Por favor intente más tarde.","module","Magento_Backend"
"The website does not exist.","No existe el sitio web.","module","Magento_Backend"
"Before modifying the website code please make sure it is not used in index.php.","Antes de modificar el código del sitio web por favor asegúrese de que no se usa en index.php.","module","Magento_Backend"
"The store does not exist","La tienda no existe","module","Magento_Backend"
"Store view doesn't exist","La vista de la tienda no existe","module","Magento_Backend"
"Before modifying the store view code please make sure it is not used in index.php.","Antes de modificar la vista de tienda por favor asegúrese de que no se usa en index.php.","module","Magento_Backend"
"New ","Nuevo ","module","Magento_Backend"
"You saved the website.","Ha guardado el sitio web.","module","Magento_Backend"
"An inactive store view cannot be saved as default store view","No se puede guardar por defecto una vista de tienda inactiva","module","Magento_Backend"
"You saved the store.","Ha guardado la tienda.","module","Magento_Backend"
"The default store cannot be disabled","La tienda por defecto no puede desactivarse","module","Magento_Backend"
"You saved the store view.","Ha guardado la vista de tienda.","module","Magento_Backend"
"Something went wrong while saving. Please review the error log.","Algo no funcionó al guardar. Por favor revise la bitácora de error.","module","Magento_Backend"
"Last 24 Hours","Últimas 24 horas","module","Magento_Backend"
"Last 7 Days","Últimos 7 días","module","Magento_Backend"
"Current Month","Mes actual","module","Magento_Backend"
"YTD","Ytd","module","Magento_Backend"
"2YTD","2ytd","module","Magento_Backend"
"Authentication storage is incorrect.","El almacenamiento de autenticación es incorrecto.","module","Magento_Backend"
"You did not sign in correctly or your account is temporarily disabled.","No ingresado correctamente o su cuenta está temporalmente desactivada.","module","Magento_Backend"
"Authentication error occurred.","Ocurrió un error de auntenticación.","module","Magento_Backend"
"Admin session lifetime must be less than or equal to 31536000 seconds (one year)","La caducidad de sesión de la cuenta de administración debe ser menor o igual a 31536000 segundos (un año)","module","Magento_Backend"
"Admin session lifetime must be greater than or equal to 60 seconds","La caducidad de sesión de la cuenta de administración debe ser mayor o igual a 60 segundos","module","Magento_Backend"
"Order","Orden","module","Magento_Backend"
"Order #%1","Orden #%1","module","Magento_Backend"
"Access denied","Acceso denegado","module","Magento_Backend"
"Please try to sign out and sign in again.","Por favor intente salir y entrar de nuevo.","module","Magento_Backend"
"If you continue to receive this message, please contact the store owner.","Si continúa recibiendo este mensaje, por favor contacte al dueño de la tienda.","module","Magento_Backend"
"You need more permissions to access this.","Necesita más permisos para acceder a esto.","module","Magento_Backend"
"Welcome, please sign in","Bienvenido, por favor ingrese","module","Magento_Backend"
"Username","Nombre de usuario","module","Magento_Backend"
"user name","Nombre de usuario","module","Magento_Backend"
"Password","Contraseña","module","Magento_Backend"
"password","Contraseña","module","Magento_Backend"
"Sign in","Ingrese","module","Magento_Backend"
"Select Range:","Seleccione el rango:","module","Magento_Backend"
"No Data Found","No se encontraron datos","module","Magento_Backend"
"Chart is disabled. To enable the chart, click <a href=""%1"">here</a>.","Gráfica desactivada. Para activar la gráfica, haga click <a href=""%1"">aquí</a>.","module","Magento_Backend"
"Last Orders","Órdenes recientes","module","Magento_Backend"
"Last Search Terms","Términos de búsqueda recientes","module","Magento_Backend"
"Top Search Terms","Términos de búsqueda más usados","module","Magento_Backend"
"There are no search keywords.","No hay términos de búsqueda.","module","Magento_Backend"
"View Statistics For:","Ver estadísticas de:","module","Magento_Backend"
"All Websites","Todos los sitios web","module","Magento_Backend"
"Reload Data","Recargar datos","module","Magento_Backend"
"Browse Files...","Ver archivos...","module","Magento_Backend"
"Magento","Magento","module","Magento_Backend"
"Copyright &copy; %1 Magento Commerce Inc. All rights reserved.","Copyright &copy; %1 magento commerce inc. Todos los derechos reservados.","module","Magento_Backend"
"ver. %1","Ver. %1","module","Magento_Backend"
"Magento Admin Panel","Panel de administración de magento","module","Magento_Backend"
"Account Setting","Configuración de cuenta","module","Magento_Backend"
"Customer View","Vista de cliente","module","Magento_Backend"
"Sign Out","Salir","module","Magento_Backend"
"About the calendar","Acerca del calendario","module","Magento_Backend"
"Close","Cerrar","module","Magento_Backend"
"Go Today","Ir hacia hoy","module","Magento_Backend"
"Previous","Anterior","module","Magento_Backend"
"Next","Siguiente","module","Magento_Backend"
"WK","Wk","module","Magento_Backend"
"Time","Tiempo","module","Magento_Backend"
"Hour","Hora","module","Magento_Backend"
"Minute","Minuto","module","Magento_Backend"
"JavaScript may be disabled in your browser.","Su navegador puede tener desactivado javascript.","module","Magento_Backend"
"To use this website you must first enable JavaScript in your browser.","Para usar este sitio web primero debe activar javascript en su navegador.","module","Magento_Backend"
"This is only a demo store. You can browse and place orders, but nothing will be processed.","Esta es sólo una tienda de muestra. Puede explorar y hacer órdenes, pero nada será procesado.","module","Magento_Backend"
"Report Bugs","Reporte errores","module","Magento_Backend"
"Store View:","Vista de tienda:","module","Magento_Backend"
"Stores Configuration","Configuración de tiendas","module","Magento_Backend"
"Please confirm scope switching. All data that hasn't been saved will be lost.","Por favor confirme el cambio del alcance. Todos los datos que no se han guardado se perderán.","module","Magento_Backend"
"Additional Cache Management","Administración adicional de caché","module","Magento_Backend"
"Flush Catalog Images Cache","Limpiar el caché de imágenes de catálogo","module","Magento_Backend"
"Pregenerated product images files","Archivos de imágenes de producto pre-generados","module","Magento_Backend"
"Flush JavaScript/CSS Cache","Limpiar el caché de javascript/css","module","Magento_Backend"
"Themes JavaScript and CSS files combined to one file","El código javascript de los temas y los archivos de css combinados en un archivo","module","Magento_Backend"
"Flush Static Files Cache","Limpiar el caché de archivos estáticos","module","Magento_Backend"
"Preprocessed view files and static files","Archivos de vista y archivos estáticos pre-procesados","module","Magento_Backend"
"Catalog","Catálogo","module","Magento_Backend"
"JavaScript/CSS","Javascript/css","module","Magento_Backend"
"JavaScript/CSS Cache","Caché javascript/css","module","Magento_Backend"
"No records found.","No se encontraron registros.","module","Magento_Backend"
"Images","Imágenes","module","Magento_Backend"
"Big Image","Imagen grande","module","Magento_Backend"
"Thumbnail","Imagen miniatura","module","Magento_Backend"
"Additional Settings","Configuraciones adicionales","module","Magento_Backend"
"records found","Registros encontrados","module","Magento_Backend"
"selected","Seleccionado","module","Magento_Backend"
"per page","Por página","module","Magento_Backend"
"Previous page","Página anterior","module","Magento_Backend"
"of %1","De %1","module","Magento_Backend"
"Next page","Página siguiente","module","Magento_Backend"
"Export to:","Exportar a:","module","Magento_Backend"
"Actions","Acciones","module","Magento_Backend"
"Mass Actions","Acciones masivas","module","Magento_Backend"
"Unselect All","Des-seleccionar todo","module","Magento_Backend"
"Select Visible","Seleccionar visibles","module","Magento_Backend"
"Unselect Visible","Des-seleccionar visibles","module","Magento_Backend"
"Changes have been made to this section that have not been saved.","Los cambios realizados a esta sección no han sido guardados.","module","Magento_Backend"
"This tab contains invalid data. Please resolve this before saving.","Esta pestaña contiene datos no válidos. Por favor resuélvalo antes de guardar.","module","Magento_Backend"
"The information in this tab has been changed.","La información de esta pestaña ha cambiado.","module","Magento_Backend"
"Loading...","Cargando...","module","Magento_Backend"
"System Backup","Respaldo de sistema","module","Magento_Backup"
"Database and Media Backup","Respaldo de base de datos y medios","module","Magento_Backup"
"Database Backup","Respaldo de base de datos","module","Magento_Backup"
"The archive can be uncompressed with <a href=""%1"">%2</a> on Windows systems.","El archivo puede descomprimirse con <a href=""%1"">%2</a> en windows.","module","Magento_Backup"
"You need more permissions to activate maintenance mode right now.","Necesita más permisos para activar el modo de mantenimiento en este momento.","module","Magento_Backup"
"To create the backup, please deselect ""Put store into maintenance mode"" or update your permissions.","Para crear el respaldo, por favor des-seleccione ""poner la tienda en modo de mantenimiento"" o actualice los permisos.","module","Magento_Backup"
"Something went wrong while putting your store into maintenance mode.","Algo no funcionó al poner su tienda en modo de mantenimiento.","module","Magento_Backup"
